PNR,baggage_id,first_name,last_name,org_airport,dest_airport,flt_code,flt_seq_num,dep_date
QNZMBF,997899057,Stephen,Haley,RDU,LGB,UA0417,1,2/21/23
QNZMBF,997899057,Stephen,Haley,LGB,DCA,UA0165,2,2/21/23
TRQZPR,3195527119,William,Smith,EVV,CWA,UA0107,1,2/23/23
TRQZPR,3195527119,William,Smith,CWA,GPT,UA0023,2,2/21/23
UC50LJ,3031220181,Daisy,Reynolds,SAT,HNL,UA0878,1,2/24/23
UC50LJ,3031220181,Daisy,Reynolds,HNL,EUG,UA0129,2,2/21/23
EVABO7,3900267633,Russell,Banks,CAE,ONT,UA0437,1,2/22/23
EVABO7,3900267633,Russell,Banks,ONT,MFE,UA0877,2,2/21/23
KSILVX,2230929363,Holly,Davis,IND,LAX,UA0945,1,2/21/23
KSILVX,2230929363,Holly,Davis,LAX,IND,UA0382,2,2/21/23
H2YA41,6920323659,Patrick,Cox,ROC,JAC,UA0213,1,2/22/23
H2YA41,6920323659,Patrick,Cox,JAC,HNL,UA0715,2,2/21/23
V50X07,8529050186,Destiny,Jenkins,GPT,ROC,UA0083,1,2/25/23
V50X07,8529050186,Destiny,Jenkins,ROC,OKC,UA0231,2,2/21/23
Z650OV,7622391717,Casey,Quinn,CWA,AGS,UA0245,1,2/22/23
Z650OV,7622391717,Casey,Quinn,AGS,DTW,UA0863,2,2/21/23
VTLSGF,9477951840,Kendra,Brown,DCA,DEN,UA0581,1,2/24/23
VTLSGF,9477951840,Kendra,Brown,DEN,EUG,UA0882,2,2/21/23
LARHPD,2307803427,Steven,Thompson,DFW,RDU,UA0545,1,2/21/23
LARHPD,2307803427,Steven,Thompson,RDU,IND,UA0407,2,2/21/23
FR3OKM,3440662246,Damon,Brooks,BUF,BTV,UA0144,1,2/22/23
FR3OKM,3440662246,Damon,Brooks,BTV,ATL,UA0642,2,2/21/23
KY9CFT,7915518575,Tina,Warren,CLE,PHX,UA0251,1,2/25/23
KY9CFT,7915518575,Tina,Warren,PHX,AVL,UA0990,2,2/21/23
TNPQKM,2830830891,Wayne,Porter,CLE,PBI,UA0614,1,2/23/23
TNPQKM,2830830891,Wayne,Porter,PBI,JFK,UA0758,2,2/21/23
X9XAHO,8535473921,Carla,Thompson,SDF,CAE,UA0243,1,2/25/23
X9XAHO,8535473921,Carla,Thompson,CAE,YUM,UA0866,2,2/21/23
P7R14E,5706665600,Jeffrey,Stevens,PHL,EUG,UA0852,1,2/25/23
P7R14E,5706665600,Jeffrey,Stevens,EUG,PIT,UA0739,2,2/21/23
KBXVCN,3229098046,Timothy,Boone,BHM,PIT,UA0198,1,2/21/23
KBXVCN,3229098046,Timothy,Boone,PIT,DSM,UA0630,2,2/21/23
CDRIWY,6867696661,Maria,Walker,BTV,IAD,UA0654,1,2/25/23
CDRIWY,6867696661,Maria,Walker,IAD,SMF,UA0678,2,2/21/23
KI6I8X,6526283847,Gabriel,Snyder,RDU,RIC,UA0608,1,2/25/23
KI6I8X,6526283847,Gabriel,Snyder,RIC,ONT,UA0697,2,2/21/23
IAXTGF,9949084349,Anthony,Wood,FLL,JFK,UA0525,1,2/22/23
IAXTGF,9949084349,Anthony,Wood,JFK,PIT,UA0542,2,2/21/23
C3E421,8352596452,Daniel,Christensen,MFE,IND,UA0284,1,2/23/23
C3E421,8352596452,Daniel,Christensen,IND,EVV,UA0446,2,2/21/23
HA79B3,9030085561,Katrina,Hughes,GPT,BNA,UA0701,1,2/25/23
HA79B3,9030085561,Katrina,Hughes,BNA,PSP,UA0112,2,2/21/23
YJ8BMQ,4539978981,Paul,Marks,TUL,ICT,UA0192,1,2/24/23
YJ8BMQ,4539978981,Paul,Marks,ICT,SNA,UA0243,2,2/21/23
CIDKE9,6028143364,Mary,Jones,YUM,JAX,UA0602,1,2/25/23
CIDKE9,6028143364,Mary,Jones,JAX,OAK,UA0688,2,2/21/23
E9X5Y8,1601380812,Angela,Green,JAN,MIA,UA0943,1,2/25/23
E9X5Y8,1601380812,Angela,Green,MIA,JAX,UA0517,2,2/21/23
2GCBRM,5026521096,Kevin,Goodman,ILM,IND,UA0070,1,2/21/23
2GCBRM,5026521096,Kevin,Goodman,IND,ILM,UA0761,2,2/21/23
5NEC7H,7037281140,Christopher,Mason,DEN,SMF,UA0528,1,2/21/23
5NEC7H,7037281140,Christopher,Mason,SMF,SDF,UA0087,2,2/21/23
Y6LTGV,8373506600,Sarah,Green,DCA,EVV,UA0607,1,2/21/23
Y6LTGV,8373506600,Sarah,Green,EVV,MHT,UA0758,2,2/21/23
RZFPRZ,6441435910,Kevin,Knapp,SNA,MSY,UA0514,1,2/23/23
RZFPRZ,6441435910,Kevin,Knapp,MSY,SAT,UA0444,2,2/21/23
626OUU,6365151210,Anthony,King,BZN,SAV,UA0477,1,2/23/23
626OUU,6365151210,Anthony,King,SAV,CLE,UA0505,2,2/21/23
T351TP,6129147081,Cindy,Allen,AGS,SLC,UA0612,1,2/22/23
T351TP,6129147081,Cindy,Allen,SLC,ROC,UA0858,2,2/21/23
8KM9RO,8241257993,Peter,Wilkinson,HSV,MIA,UA0073,1,2/25/23
8KM9RO,8241257993,Peter,Wilkinson,MIA,DEN,UA0877,2,2/21/23
614K5O,4689090824,Cheryl,Strong,PSP,SAV,UA0392,1,2/22/23
614K5O,4689090824,Cheryl,Strong,SAV,ILM,UA0141,2,2/21/23
9QLW8A,3511658720,Michael,Smith,OMA,CLE,UA0613,1,2/23/23
9QLW8A,3511658720,Michael,Smith,CLE,ELP,UA0813,2,2/21/23
AX27JA,6248279,Franklin,Brown,PBI,PSP,UA0352,1,2/25/23
AX27JA,6248279,Franklin,Brown,PSP,JAN,UA0206,2,2/21/23
08HQ49,4391969510,Tammy,Odonnell,JAX,ACT,UA0710,1,2/25/23
08HQ49,4391969510,Tammy,Odonnell,ACT,LGB,UA0402,2,2/21/23
HX39NH,6067989537,Kenneth,Conley,SDF,PIT,UA0632,1,2/21/23
HX39NH,6067989537,Kenneth,Conley,PIT,PHX,UA0433,2,2/21/23
WVE8TI,524583418,Maurice,Tate,MEM,MFE,UA0086,1,2/21/23
WVE8TI,524583418,Maurice,Tate,MFE,BUF,UA0089,2,2/21/23
8MAQAJ,102035201,Jerry,Kim,PIT,FAR,UA0607,1,2/25/23
8MAQAJ,102035201,Jerry,Kim,FAR,MDT,UA0157,2,2/21/23
FP4BL3,277947878,Michael,Flores,PHX,ECP,UA0562,1,2/21/23
FP4BL3,277947878,Michael,Flores,ECP,SFO,UA0869,2,2/21/23
8DG7KI,4974747683,Howard,Lindsey,SMF,MCO,UA0990,1,2/22/23
8DG7KI,4974747683,Howard,Lindsey,MCO,BZN,UA0969,2,2/21/23
IC73DN,3902644164,Nicole,Torres,STL,SDF,UA0563,1,2/25/23
IC73DN,3902644164,Nicole,Torres,SDF,MSY,UA0583,2,2/21/23
CDN317,7168715769,Allison,Lee,SBN,OMA,UA0359,1,2/24/23
CDN317,7168715769,Allison,Lee,OMA,HSV,UA0091,2,2/21/23
MB7QEM,3168619835,Randy,Hodge,DTW,ATL,UA0202,1,2/24/23
MB7QEM,3168619835,Randy,Hodge,ATL,JFK,UA0630,2,2/21/23
3SW2NP,3672552022,Richard,Wyatt,FAR,LGB,UA0831,1,2/24/23
3SW2NP,3672552022,Richard,Wyatt,LGB,GPT,UA0614,2,2/21/23
LH9NUF,9910004615,Gary,Nash,PSP,GPT,UA0239,1,2/25/23
LH9NUF,9910004615,Gary,Nash,GPT,TPA,UA0998,2,2/21/23
8D74P4,2011946409,Amy,Hernandez,DEN,JAN,UA0988,1,2/24/23
8D74P4,2011946409,Amy,Hernandez,JAN,ECP,UA0590,2,2/21/23
238H53,2680888621,Kenneth,Jones,AGS,SAT,UA0352,1,2/25/23
238H53,2680888621,Kenneth,Jones,SAT,GSP,UA0972,2,2/21/23
8DUZ51,833938761,Elizabeth,Waters,GRR,ROC,UA0599,1,2/22/23
8DUZ51,833938761,Elizabeth,Waters,ROC,PSP,UA0625,2,2/21/23
3R5S8H,6532940012,Brenda,Duke,HRL,FWA,UA0155,1,2/22/23
3R5S8H,6532940012,Brenda,Duke,FWA,MDT,UA0452,2,2/21/23
GS1UY6,6675610802,Peter,Moore,ROC,BNA,UA0582,1,2/21/23
GS1UY6,6675610802,Peter,Moore,BNA,MYR,UA0225,2,2/21/23
LISP9T,6124849710,Thomas,Adams,IND,ABQ,UA0905,1,2/24/23
LISP9T,6124849710,Thomas,Adams,ABQ,ALB,UA0046,2,2/21/23
F00Q0V,947949835,William,Carter,JAC,DAL,UA0280,1,2/25/23
F00Q0V,947949835,William,Carter,DAL,EUG,UA0860,2,2/21/23
5MXE9O,9627266908,Elizabeth,Hutchinson,CWA,CMH,UA0633,1,2/25/23
5MXE9O,9627266908,Elizabeth,Hutchinson,CMH,OAK,UA0447,2,2/21/23
8UU18P,3102017422,Christopher,Shaw,LAX,PSP,UA0611,1,2/21/23
8UU18P,3102017422,Christopher,Shaw,PSP,RNO,UA0560,2,2/21/23
GH6EZO,3756656395,Dennis,Evans,BWI,RIC,UA0076,1,2/25/23
GH6EZO,3756656395,Dennis,Evans,RIC,CWA,UA0402,2,2/21/23
92XHKA,4665185145,Maxwell,Garner,PSP,HRL,UA0608,1,2/22/23
92XHKA,4665185145,Maxwell,Garner,HRL,JAC,UA0966,2,2/21/23
NB0SIZ,6902108956,Jonathan,Hensley,OKC,HRL,UA0044,1,2/23/23
NB0SIZ,6902108956,Jonathan,Hensley,HRL,ALB,UA0647,2,2/21/23
TOPR6X,1493220146,Patricia,Nguyen,FLL,SAN,UA0156,1,2/21/23
TOPR6X,1493220146,Patricia,Nguyen,SAN,LGB,UA0425,2,2/21/23
ZDEFYI,5764962574,Denise,Rodriguez,AUS,HSV,UA0336,1,2/23/23
ZDEFYI,5764962574,Denise,Rodriguez,HSV,AVL,UA0887,2,2/21/23
3SGWFZ,2263953906,Anthony,Luna,RDU,MHT,UA0138,1,2/25/23
3SGWFZ,2263953906,Anthony,Luna,MHT,HNL,UA0920,2,2/21/23
254Q83,6025272795,Danielle,Woodard,SAT,TPA,UA0163,1,2/21/23
254Q83,6025272795,Danielle,Woodard,TPA,BWI,UA0932,2,2/21/23
P3ZXJ8,5705834162,Nicholas,Potts,BHM,OAK,UA0988,1,2/21/23
P3ZXJ8,5705834162,Nicholas,Potts,OAK,CLT,UA0554,2,2/21/23
2H5RT9,9491030320,Kimberly,Adams,SAT,BZN,UA0080,1,2/22/23
2H5RT9,9491030320,Kimberly,Adams,BZN,MFE,UA0447,2,2/21/23
I2APNP,5892217947,Sherry,Nelson,GRB,ATL,UA0507,1,2/21/23
I2APNP,5892217947,Sherry,Nelson,ATL,RDU,UA0448,2,2/21/23
NQ4Q6D,1402107395,Brandon,Miller,AGS,RNO,UA0947,1,2/25/23
NQ4Q6D,1402107395,Brandon,Miller,RNO,GSP,UA0127,2,2/21/23
P8LQ4V,11529395,Peter,Campos,SMF,SAT,UA0321,1,2/21/23
P8LQ4V,11529395,Peter,Campos,SAT,TUL,UA0019,2,2/21/23
Q0YWQZ,8954996203,Gary,Ward,SAT,ORF,UA0087,1,2/23/23
Q0YWQZ,8954996203,Gary,Ward,ORF,PIT,UA0115,2,2/21/23
G5YXYB,9357599785,Cheryl,Ortiz,ABQ,YUM,UA0653,1,2/21/23
G5YXYB,9357599785,Cheryl,Ortiz,YUM,JFK,UA0837,2,2/21/23
G4N3Q7,4314198726,Justin,Meadows,GRB,SLC,UA0252,1,2/22/23
G4N3Q7,4314198726,Justin,Meadows,SLC,SFO,UA0189,2,2/21/23
2EPP85,6210920410,Michelle,Lee,PDX,EVV,UA0528,1,2/23/23
2EPP85,6210920410,Michelle,Lee,EVV,ICT,UA0121,2,2/21/23
36T524,8288025379,Kenneth,Nolan,DAL,DEN,UA0347,1,2/24/23
36T524,8288025379,Kenneth,Nolan,DEN,RNO,UA0906,2,2/21/23
QGEG4W,1557695471,Caleb,Morris,SAV,BNA,UA0443,1,2/25/23
QGEG4W,1557695471,Caleb,Morris,BNA,IND,UA0642,2,2/21/23
R0O9G7,6859884722,Megan,Wright,MSY,SAT,UA0682,1,2/21/23
R0O9G7,6859884722,Megan,Wright,SAT,MLI,UA0271,2,2/21/23
9QOJNO,1823940562,Ryan,Carter,MSP,CMH,UA0984,1,2/21/23
9QOJNO,1823940562,Ryan,Carter,CMH,EVV,UA0854,2,2/21/23
ZY8V1Y,288726358,Tiffany,Jackson,DTW,MEM,UA0390,1,2/21/23
ZY8V1Y,288726358,Tiffany,Jackson,MEM,CLT,UA0704,2,2/21/23
E455C2,3039871099,John,Moore,MEM,FLL,UA0570,1,2/23/23
E455C2,3039871099,John,Moore,FLL,MSP,UA0871,2,2/21/23
V4H867,7036154006,Claudia,Gill,MHT,PDX,UA0127,1,2/24/23
V4H867,7036154006,Claudia,Gill,PDX,GPT,UA0905,2,2/21/23
QFQKOP,5607279516,Robert,Carter,FNT,PBI,UA0006,1,2/23/23
QFQKOP,5607279516,Robert,Carter,PBI,BLI,UA0602,2,2/21/23
3EYEZ8,3626161260,Edward,Trujillo,AUS,SBN,UA0030,1,2/25/23
3EYEZ8,3626161260,Edward,Trujillo,SBN,ECP,UA0539,2,2/21/23
W4DD6Q,4018495684,Colleen,Reyes,PIT,EWR,UA0079,1,2/24/23
W4DD6Q,4018495684,Colleen,Reyes,EWR,ATL,UA0439,2,2/21/23
BV79UX,6038843996,Deborah,Mendoza,IAD,EWR,UA0305,1,2/22/23
BV79UX,6038843996,Deborah,Mendoza,EWR,MCI,UA0038,2,2/21/23
VQZ8JB,8511007596,Tamara,Garcia,FWA,SAV,UA0226,1,2/21/23
VQZ8JB,8511007596,Tamara,Garcia,SAV,MLI,UA0454,2,2/21/23
3VCET6,5494504481,Courtney,Griffin,TUL,DFW,UA0269,1,2/24/23
3VCET6,5494504481,Courtney,Griffin,DFW,ALB,UA0551,2,2/21/23
OUPY1E,2971859600,Jeremy,Lewis,JAC,PHL,UA0594,1,2/25/23
OUPY1E,2971859600,Jeremy,Lewis,PHL,MHT,UA0696,2,2/21/23
K9Y2A8,7317769045,Brenda,Velazquez,STL,HRL,UA0473,1,2/23/23
K9Y2A8,7317769045,Brenda,Velazquez,HRL,MIA,UA0859,2,2/21/23
BO1NFP,214053514,Sarah,Gregory,ELP,PIT,UA0642,1,2/21/23
BO1NFP,214053514,Sarah,Gregory,PIT,HSV,UA0559,2,2/21/23
JBVRVI,6349480088,Rachel,Mckinney,GRB,HRL,UA0132,1,2/23/23
JBVRVI,6349480088,Rachel,Mckinney,HRL,GRB,UA0709,2,2/21/23
9CI5LI,1539469657,Joel,Moore,BMI,RDU,UA0592,1,2/25/23
9CI5LI,1539469657,Joel,Moore,RDU,DFW,UA0829,2,2/21/23
MQ0ATI,3457273849,Caitlyn,Wagner,BMI,OMA,UA0755,1,2/22/23
MQ0ATI,3457273849,Caitlyn,Wagner,OMA,AVL,UA0405,2,2/21/23
WYPYIL,9598507688,Deanna,Parker,BLI,RDU,UA0022,1,2/23/23
WYPYIL,9598507688,Deanna,Parker,RDU,ONT,UA0410,2,2/21/23
1AAFTI,9777464991,Laura,Harrington,HNL,MHT,UA0700,1,2/21/23
1AAFTI,9777464991,Laura,Harrington,MHT,MKE,UA0761,2,2/21/23
1XIO7J,253388119,Mark,Spencer,FWA,ORF,UA0680,1,2/22/23
1XIO7J,253388119,Mark,Spencer,ORF,JAN,UA0644,2,2/21/23
3I8UJI,5865016669,Lisa,Wheeler,JAC,SBN,UA0321,1,2/24/23
3I8UJI,5865016669,Lisa,Wheeler,SBN,PSP,UA0938,2,2/21/23
EXOXZW,9470334155,Jesus,Hurley,SMF,FLL,UA0194,1,2/25/23
EXOXZW,9470334155,Jesus,Hurley,FLL,LAX,UA0409,2,2/21/23
7IXM96,4230111185,Alexandra,Thompson,IND,JFK,UA0170,1,2/21/23
7IXM96,4230111185,Alexandra,Thompson,JFK,DEN,UA0538,2,2/21/23
PA18IH,1891825941,Jason,Brown,DFW,FAR,UA0765,1,2/25/23
PA18IH,1891825941,Jason,Brown,FAR,SFO,UA0408,2,2/21/23
P987HK,1624602864,Charles,Cardenas,OAK,RSW,UA0817,1,2/25/23
P987HK,1624602864,Charles,Cardenas,RSW,AVL,UA0509,2,2/21/23
RNZAI2,2624915249,Alyssa,Lopez,SNA,MIA,UA0344,1,2/23/23
RNZAI2,2624915249,Alyssa,Lopez,MIA,SFO,UA0564,2,2/21/23
3UNM3R,2724948613,Robert,Casey,MDT,AUS,UA0012,1,2/21/23
3UNM3R,2724948613,Robert,Casey,AUS,GSP,UA0116,2,2/21/23
2AB1P3,9429823400,Marie,Tran,CAE,ALB,UA0131,1,2/24/23
2AB1P3,9429823400,Marie,Tran,ALB,BNA,UA0904,2,2/21/23
1USBFC,894186114,Kyle,Black,RDU,MHT,UA0402,1,2/23/23
1USBFC,894186114,Kyle,Black,MHT,BUF,UA0430,2,2/21/23
X1Q80F,8427736569,Tyler,Johnson,MYR,ORF,UA0466,1,2/22/23
X1Q80F,8427736569,Tyler,Johnson,ORF,HRL,UA0701,2,2/21/23
W1QE0B,4632861371,Chad,Chavez,RNO,AUS,UA0329,1,2/21/23
W1QE0B,4632861371,Chad,Chavez,AUS,MDT,UA0456,2,2/21/23
A0Y287,2574101466,Michael,Kline,BHM,ICT,UA0662,1,2/23/23
A0Y287,2574101466,Michael,Kline,ICT,DEN,UA0645,2,2/21/23
618EMZ,1093794297,Bradley,Melton,JAX,EUG,UA0360,1,2/23/23
618EMZ,1093794297,Bradley,Melton,EUG,HRL,UA0816,2,2/21/23
WCGY7Z,4257227019,William,Green,AVL,OMA,UA0062,1,2/22/23
WCGY7Z,4257227019,William,Green,OMA,ORD,UA0822,2,2/21/23
CWD1MH,5890658117,Carol,Smith,MLI,PBI,UA0229,1,2/24/23
CWD1MH,5890658117,Carol,Smith,PBI,JAX,UA0974,2,2/21/23
BQVXJT,9573937750,Richard,Schwartz,GSP,PHL,UA0110,1,2/23/23
BQVXJT,9573937750,Richard,Schwartz,PHL,SEA,UA0660,2,2/21/23
Y5AGAE,8761042152,Anne,Reyes,MFE,BOS,UA0982,1,2/23/23
Y5AGAE,8761042152,Anne,Reyes,BOS,ABQ,UA0440,2,2/21/23
YQ6MAO,6921920417,Melanie,Wilkinson,JAN,MFE,UA0529,1,2/22/23
YQ6MAO,6921920417,Melanie,Wilkinson,MFE,GRB,UA0462,2,2/21/23
PLA75V,5046349257,Elizabeth,Obrien,AVL,ATL,UA0098,1,2/24/23
PLA75V,5046349257,Elizabeth,Obrien,ATL,BTV,UA0680,2,2/21/23
BGGVB5,7315092408,Lauren,Brown,MCO,PIT,UA0975,1,2/25/23
BGGVB5,7315092408,Lauren,Brown,PIT,CLT,UA0332,2,2/21/23
J64X4V,783891645,David,Schmidt,MSP,MIA,UA0335,1,2/23/23
J64X4V,783891645,David,Schmidt,MIA,OAK,UA0397,2,2/21/23
9EE1IQ,9982342072,Emily,Jones,ACT,TLH,UA0633,1,2/23/23
9EE1IQ,9982342072,Emily,Jones,TLH,RIC,UA0384,2,2/21/23
2AB7I4,4861953835,Andrew,Roach,HSV,ORD,UA0845,1,2/23/23
2AB7I4,4861953835,Andrew,Roach,ORD,GPT,UA0718,2,2/21/23
TNU6CN,8516308755,Cynthia,Cuevas,LAS,YUM,UA0885,1,2/23/23
TNU6CN,8516308755,Cynthia,Cuevas,YUM,MSY,UA0698,2,2/21/23
BOYT6L,2694475144,Elijah,Rios,MYR,ALB,UA0887,1,2/23/23
BOYT6L,2694475144,Elijah,Rios,ALB,DAL,UA0929,2,2/21/23
W99MDQ,693047392,Cynthia,Morales,RNO,PDX,UA0525,1,2/22/23
W99MDQ,693047392,Cynthia,Morales,PDX,HNL,UA0164,2,2/21/23
CIMER0,8685202230,William,Lane,FWA,EUG,UA0422,1,2/24/23
CIMER0,8685202230,William,Lane,EUG,SMF,UA0388,2,2/21/23
8R8UV3,4687610631,Angela,Garcia,GSP,ECP,UA0166,1,2/21/23
8R8UV3,4687610631,Angela,Garcia,ECP,HNL,UA0015,2,2/21/23
B6M7J9,3074584107,Heather,Bray,ORF,ACT,UA0569,1,2/22/23
B6M7J9,3074584107,Heather,Bray,ACT,ALB,UA0352,2,2/21/23
8V4CLW,3196542665,Kayla,Molina,MCO,JAN,UA0602,1,2/25/23
8V4CLW,3196542665,Kayla,Molina,JAN,BNA,UA0374,2,2/21/23
KSPZ71,3829728849,Marcus,Webb,AVL,LAS,UA0067,1,2/25/23
KSPZ71,3829728849,Marcus,Webb,LAS,CLE,UA0291,2,2/21/23
9KMHID,1477721161,Patricia,Carson,GRR,BOS,UA0047,1,2/23/23
9KMHID,1477721161,Patricia,Carson,BOS,SDF,UA0173,2,2/21/23
JZR1A8,9836842077,Kayla,Duncan,FAR,DSM,UA0326,1,2/22/23
JZR1A8,9836842077,Kayla,Duncan,DSM,TLH,UA0897,2,2/21/23
K8059N,4572707549,Tyler,Eaton,BOS,SAV,UA0222,1,2/25/23
K8059N,4572707549,Tyler,Eaton,SAV,MFE,UA0649,2,2/21/23
P5RF7F,7554595342,Charlotte,Sherman,LGA,BLI,UA0232,1,2/23/23
P5RF7F,7554595342,Charlotte,Sherman,BLI,CLT,UA0325,2,2/21/23
MYUOPT,2732646942,Derrick,Hernandez,BZN,MEM,UA0573,1,2/24/23
MYUOPT,2732646942,Derrick,Hernandez,MEM,JAX,UA0702,2,2/21/23
V4O1VG,7335177905,Chelsea,Williams,ELP,IAD,UA0835,1,2/25/23
V4O1VG,7335177905,Chelsea,Williams,IAD,ROC,UA0012,2,2/21/23
IOCD89,6410034020,Marcus,Austin,PDX,BNA,UA0562,1,2/23/23
IOCD89,6410034020,Marcus,Austin,BNA,MLI,UA0576,2,2/21/23
CIKAH0,4731442279,Sabrina,Woods,GSP,LAS,UA0515,1,2/22/23
CIKAH0,4731442279,Sabrina,Woods,LAS,BMI,UA0555,2,2/21/23
XF4NY2,5779457644,Rebecca,Clark,MLI,DEN,UA0861,1,2/25/23
XF4NY2,5779457644,Rebecca,Clark,DEN,LAX,UA0285,2,2/21/23
9N8KO8,323418721,Brett,Gallegos,MYR,CLE,UA0098,1,2/23/23
9N8KO8,323418721,Brett,Gallegos,CLE,SJC,UA0377,2,2/21/23
VXS9VJ,5548431161,Nathan,Aguirre,BWI,CLT,UA0949,1,2/23/23
VXS9VJ,5548431161,Nathan,Aguirre,CLT,JAC,UA0245,2,2/21/23
CDM60Q,9616117193,Karen,Hernandez,OKC,AUS,UA0796,1,2/25/23
CDM60Q,9616117193,Karen,Hernandez,AUS,BHM,UA0993,2,2/21/23
1PA7YW,1251725244,Edward,Sanchez,RNO,DCA,UA0301,1,2/23/23
1PA7YW,1251725244,Edward,Sanchez,DCA,PSP,UA0257,2,2/21/23
49KTQZ,1580438927,Erin,Smith,GPT,MLI,UA0513,1,2/23/23
49KTQZ,1580438927,Erin,Smith,MLI,HRL,UA0702,2,2/21/23
XJKGN6,5120374571,Joseph,Gomez,ORF,ELP,UA0414,1,2/21/23
XJKGN6,5120374571,Joseph,Gomez,ELP,FNT,UA0670,2,2/21/23
PXPRXC,7120283839,Colleen,Morris,FLL,ICT,UA0389,1,2/21/23
PXPRXC,7120283839,Colleen,Morris,ICT,MDT,UA0200,2,2/21/23
EDDTCY,5163819138,Tina,Parker,BNA,RSW,UA0978,1,2/25/23
EDDTCY,5163819138,Tina,Parker,RSW,JAN,UA0624,2,2/21/23
YMUWFL,5480519591,Ronald,Richardson,MDT,SMF,UA0822,1,2/21/23
YMUWFL,5480519591,Ronald,Richardson,SMF,EUG,UA0391,2,2/21/23
AYAUKA,2390320350,Wendy,Dickerson,AUS,MFE,UA0860,1,2/25/23
AYAUKA,2390320350,Wendy,Dickerson,MFE,GPT,UA0597,2,2/21/23
OP2NRY,5278851152,Joel,Meyer,GRB,GPT,UA0632,1,2/24/23
OP2NRY,5278851152,Joel,Meyer,GPT,BLI,UA0948,2,2/21/23
2WD6HE,2455278178,Jesse,Ortiz,MIA,MSP,UA0569,1,2/25/23
2WD6HE,2455278178,Jesse,Ortiz,MSP,PHL,UA0107,2,2/21/23
Y809Z8,734813608,Jerry,Freeman,DFW,PDX,UA0883,1,2/24/23
Y809Z8,734813608,Jerry,Freeman,PDX,PHL,UA0781,2,2/21/23
SZ3FCZ,8251513414,Henry,Navarro,MIA,MKE,UA0648,1,2/21/23
SZ3FCZ,8251513414,Henry,Navarro,MKE,BTV,UA0668,2,2/21/23
IJRSSA,6883039433,Melissa,Sullivan,CMH,DTW,UA0184,1,2/24/23
IJRSSA,6883039433,Melissa,Sullivan,DTW,BMI,UA0377,2,2/21/23
XJ9NNQ,5770172447,Jonathan,Nguyen,SAN,MKE,UA0409,1,2/21/23
XJ9NNQ,5770172447,Jonathan,Nguyen,MKE,JAC,UA0687,2,2/21/23
SNH9XW,630497829,Tammy,Walsh,SBN,IAD,UA0520,1,2/23/23
SNH9XW,630497829,Tammy,Walsh,IAD,SMF,UA0926,2,2/21/23
JPIX4N,1977840725,Elizabeth,Ford,CWA,BTV,UA0726,1,2/23/23
JPIX4N,1977840725,Elizabeth,Ford,BTV,DEN,UA0809,2,2/21/23
TOY2DN,9631678617,Kayla,Mack,FNT,ELP,UA0260,1,2/21/23
TOY2DN,9631678617,Kayla,Mack,ELP,BZN,UA0975,2,2/21/23
OQM6CG,1994497754,Alyssa,Riley,RNO,BWI,UA0376,1,2/25/23
OQM6CG,1994497754,Alyssa,Riley,BWI,TLH,UA0160,2,2/21/23
N3QUG2,9462147660,Kristine,Brown,DCA,RIC,UA0239,1,2/23/23
N3QUG2,9462147660,Kristine,Brown,RIC,MHT,UA0820,2,2/21/23
ZYWM3E,5477229269,Elizabeth,Fischer,ORF,MLI,UA0704,1,2/21/23
ZYWM3E,5477229269,Elizabeth,Fischer,MLI,MEM,UA0440,2,2/21/23
7EVTGO,3642836180,Robert,Jones,ROC,HNL,UA0259,1,2/25/23
7EVTGO,3642836180,Robert,Jones,HNL,ATL,UA0242,2,2/21/23
ZO59AE,9185381392,Jason,Tucker,HSV,TUL,UA0214,1,2/24/23
ZO59AE,9185381392,Jason,Tucker,TUL,ECP,UA0384,2,2/21/23
4SEIDA,7032620348,Ryan,Miller,OKC,MKE,UA0068,1,2/21/23
4SEIDA,7032620348,Ryan,Miller,MKE,PIT,UA0638,2,2/21/23
SSAJ9C,1385996551,Jacqueline,Cunningham,SAN,ROC,UA0679,1,2/22/23
SSAJ9C,1385996551,Jacqueline,Cunningham,ROC,RDU,UA0569,2,2/21/23
HZL999,1408653545,Claire,Perez,SEA,CMH,UA0070,1,2/25/23
HZL999,1408653545,Claire,Perez,CMH,CAE,UA0081,2,2/21/23
Q27M1S,1104678947,Jimmy,Escobar,DCA,MSP,UA0344,1,2/25/23
Q27M1S,1104678947,Jimmy,Escobar,MSP,CLE,UA0608,2,2/21/23
LYL1ZB,4407008403,Erin,Anderson,MCI,ELP,UA0979,1,2/25/23
LYL1ZB,4407008403,Erin,Anderson,ELP,AGS,UA0683,2,2/21/23
CN0B1R,6794544775,Angela,Gomez,HNL,HRL,UA0854,1,2/23/23
CN0B1R,6794544775,Angela,Gomez,HRL,STL,UA0892,2,2/21/23
K0NWHR,1715774368,Tonya,Dunn,FLL,EUG,UA0394,1,2/23/23
K0NWHR,1715774368,Tonya,Dunn,EUG,DAL,UA0440,2,2/21/23
6V2FV8,6754701609,Lisa,Hall,RSW,YUM,UA0530,1,2/24/23
6V2FV8,6754701609,Lisa,Hall,YUM,STL,UA0156,2,2/21/23
XV1WDO,6470582073,James,Ramirez,TUL,CLE,UA0863,1,2/22/23
XV1WDO,6470582073,James,Ramirez,CLE,CMH,UA0280,2,2/21/23
